"class_name","class_rating","professor_name","overall","easiness","workload","clarity","helpfulness"
"ANTHRO 113R","3.0","Greg Schachner","3.0","2.9","2.4","3.9","2.9"
"ANTHRO 120","3.0","Katherine Coffing","3.0","1.2","1.5","2.2","2.2"
"ANTHRO 120","3.0","Catherine Haradon","N/A","N/A","N/A","N/A","N/A"
"ANTHRO 120","3.0","Joseph Manson","3.0","2.3","2.7","3.2","3.7"
"ANTHRO 120","3.0","Jeffrey Snyder","N/A","N/A","N/A","N/A","N/A"
"ANTHRO M142R","3.0","Kenneth Burrell","3.4","4.4","3.8","3.4","5.0"
"ANTHRO M142R","3.0","Alessandro Duranti","2.7","2.4","2.1","2.9","3.6"
"ANTHRO M151","3.0","Nancy Levine","3.4","2.2","2.6","3.4","3.4"
"ANTHRO M151","3.0","Dwight Read","2.3","2.1","2.6","2.3","3.4"
"ANTHRO M151","3.0","Joan Silk","3.8","1.8","1.2","3.5","3.5"
"ANTHRO 210","2.9","Min Li","3.7","3.3","4.0","2.6","3.4"
"ANTHRO 210","2.9","Kyeyoung Park","1.3","2.3","2.3","1.2","2.3"
"ANTHRO 210","2.9","Susan Slyomovics","3.5","2.5","2.5","3.0","2.5"
"ANTHRO 121B","2.8","Katherine Coffing","2.8","1.5","1.5","2.2","2.8"
"ANTHRO 124B","2.8","Harold Barrett","3.4","2.2","1.8","3.6","3.8"
"ANTHRO 124B","2.8","Paul Kroskrity","3.2","2.3","2.5","3.5","3.7"
"ANTHRO 124B","2.8","Kyeyoung Park","1.5","2.2","2.2","1.2","2.5"
"ANTHRO 129Q","2.8","Gail Kennedy","2.8","1.2","1.0","3.6","3.8"
"ANTHRO 89","2.8","Joseph Manson","2.8","2.2","2.5","3.0","3.5"
"ANTHRO M115B","2.8","Monica Smith","2.8","1.2","1.5","4.0","3.0"
"ANTHRO 139","2.7","Katja Antoine","N/A","N/A","N/A","N/A","N/A"
"ANTHRO 139","2.7","Alan Fiske","N/A","N/A","N/A","N/A","N/A"
"ANTHRO 139","2.7","Linda Garro","2.7","1.7","2.0","2.2","3.2"
"ANTHRO 139","2.7","C Throop","N/A","N/A","N/A","N/A","N/A"
"ANTHRO 141","2.7","Marta De gerdes","2.7","2.2","2.2","2.2","2.0"
"ANTHRO 141","2.7","Marjorie Goodwin","2.8","1.8","1.5","2.2","2.5"
"ANTHRO 153","2.7","Allen Johnson","3.5","1.8","1.2","4.8","4.8"
"ANTHRO 153","2.7","Abigail Levine","2.0","2.1","1.9","1.7","2.0"
"ANTHRO 158","2.7","Dwight Read","2.7","2.7","2.2","2.5","3.5"
"ANTHRO C169R","2.7","Russell Thornton","2.7","2.3","2.3","2.6","2.6"
"ANTHRO M127","2.6","Joseph Manson","2.6","2.4","2.1","2.9","3.7"
"ANTHRO M140","2.6","Jena Barchas Lichtenste","N/A","N/A","N/A","N/A","N/A"
"ANTHRO M140","2.6","Marjorie Goodwin","2.6","1.6","1.2","2.4","2.4"
"ANTHRO M140","2.6","C Throop","N/A","N/A","N/A","N/A","N/A"
"ANTHRO 131","2.5","Dwight Read","2.5","3.0","2.0","2.8","3.5"
"ANTHRO 172A","2.5","Russell Thornton","2.5","2.8","2.8","2.5","2.8"
"ANTHRO 121P","2.2","Katherine Coffing","2.2","1.8","1.8","2.7","2.7"
"ANTHRO M159P","2.0","Oscar Gil","N/A","N/A","N/A","N/A","N/A"
"ANTHRO M159P","2.0","Kyeyoung Park","2.0","2.0","2.3","1.6","2.7"
"ANTHRO 167","1.4","Nicholas Bartlett","N/A","N/A","N/A","N/A","N/A"
"ANTHRO 167","1.4","L Miyake","N/A","N/A","N/A","N/A","N/A"
"ANTHRO 167","1.4","Kyeyoung Park","1.4","2.2","2.4","1.0","2.4"
"ANTHRO 115Q","N/A","Greg Schachner","N/A","N/A","N/A","N/A","N/A"
"ANTHRO 117P","N/A","Jeanne Arnold","N/A","N/A","N/A","N/A","N/A"
"ANTHRO 117P","N/A","V Popper","N/A","N/A","N/A","N/A","N/A"
"ANTHRO 117P","N/A","Thomas Wake","N/A","N/A","N/A","N/A","N/A"
"ANTHRO 117Q","N/A","Hans Barnard","N/A","N/A","N/A","N/A","N/A"
"ANTHRO 122P","N/A","Gail Kennedy","N/A","N/A","N/A","N/A","N/A"
"ANTHRO 133F","N/A","Akhil Gupta","N/A","N/A","N/A","N/A","N/A"
"ANTHRO 133F","N/A","D Milne","N/A","N/A","N/A","N/A","N/A"
"ANTHRO 133F","N/A","C Throop","N/A","N/A","N/A","N/A","N/A"
"ANTHRO 133Q","N/A","Sarah Heller","N/A","N/A","N/A","N/A","N/A"
"ANTHRO 135S","N/A","Hannah Conrad","N/A","N/A","N/A","N/A","N/A"
"ANTHRO 135S","N/A","C Throop","N/A","N/A","N/A","N/A","N/A"
"ANTHRO 135S","N/A","M Vernon","N/A","N/A","N/A","N/A","N/A"
"ANTHRO 136Q","N/A","Alan Fiske","N/A","N/A","N/A","N/A","N/A"
"ANTHRO 149A","N/A","Tamar Kremer-Sadlik","N/A","N/A","N/A","N/A","N/A"
"ANTHRO 149A","N/A","C Throop","N/A","N/A","N/A","N/A","N/A"
"ANTHRO 149A","N/A","Suzanne Wertheim","N/A","N/A","N/A","N/A","N/A"
"ANTHRO 149D","N/A","S Meacham","N/A","N/A","N/A","N/A","N/A"
"ANTHRO 149F","N/A","Marjorie Goodwin","N/A","N/A","N/A","N/A","N/A"
"ANTHRO 149SL","N/A","Elinor Ochs","N/A","N/A","N/A","N/A","N/A"
"ANTHRO 161","N/A","Akhil Gupta","N/A","N/A","N/A","N/A","N/A"
"ANTHRO 163","N/A","Pamela Crespin","N/A","N/A","N/A","N/A","N/A"
"ANTHRO 163","N/A","Jorja Leap","N/A","N/A","N/A","N/A","N/A"
"ANTHRO 172B","N/A","Russell Thornton","N/A","N/A","N/A","N/A","N/A"
"ANTHRO 174P","N/A","Kevin Groark","N/A","N/A","N/A","N/A","N/A"
"ANTHRO 176","N/A","Oyku Potuoglu-Cook","N/A","N/A","N/A","N/A","N/A"
"ANTHRO 179","N/A","Stephen Acabado","N/A","N/A","N/A","N/A","N/A"
"ANTHRO 179","N/A","Kevin Groark","N/A","N/A","N/A","N/A","N/A"
"ANTHRO 179","N/A","D Milne","N/A","N/A","N/A","N/A","N/A"
"ANTHRO 179","N/A","L Pope fischer","N/A","N/A","N/A","N/A","N/A"
"ANTHRO 179","N/A","D Rudner","N/A","N/A","N/A","N/A","N/A"
"ANTHRO 179","N/A","Ryan Sayre","N/A","N/A","N/A","N/A","N/A"
"ANTHRO 179","N/A","Bonnie Taub","N/A","N/A","N/A","N/A","N/A"
"ANTHRO 179","N/A","C Throop","N/A","N/A","N/A","N/A","N/A"
"ANTHRO 191HC","N/A","Jeanne Arnold","N/A","N/A","N/A","N/A","N/A"
"ANTHRO 191HD","N/A","Douglas Hollan","N/A","N/A","N/A","N/A","N/A"
"ANTHRO 191HD","N/A","Norma Mendoza-Denton","N/A","N/A","N/A","N/A","N/A"
"ANTHRO 191HE","N/A","Tamar Kremer-Sadlik","N/A","N/A","N/A","N/A","N/A"
"ANTHRO 193","N/A","Linda Garro","N/A","N/A","N/A","N/A","N/A"
"ANTHRO 193","N/A","Joseph Manson","N/A","N/A","N/A","N/A","N/A"
"ANTHRO 193","N/A","Brooke Scelza","N/A","N/A","N/A","N/A","N/A"
"ANTHRO 194","N/A","Daniel Fessler","N/A","N/A","N/A","N/A","N/A"
"ANTHRO 194","N/A","Joseph Manson","N/A","N/A","N/A","N/A","N/A"
"ANTHRO 203B","N/A","Nancy Levine","N/A","N/A","N/A","N/A","N/A"
"ANTHRO 220","N/A","Daniel Fessler","N/A","N/A","N/A","N/A","N/A"
"ANTHRO 222","N/A","Barrett Harold","N/A","N/A","N/A","N/A","N/A"
"ANTHRO 250","N/A","Jemima Pierre","N/A","N/A","N/A","N/A","N/A"
"ANTHRO 250","N/A","Mariko Tamanoi","N/A","N/A","N/A","N/A","N/A"
"ANTHRO 260","N/A","Kyeyoung Park","N/A","N/A","N/A","N/A","N/A"
"ANTHRO 285P","N/A","Richard Lesure","N/A","N/A","N/A","N/A","N/A"
"ANTHRO 297","N/A","Hannah Appel","N/A","N/A","N/A","N/A","N/A"
"ANTHRO 297","N/A","Linda Garro","N/A","N/A","N/A","N/A","N/A"
"ANTHRO 297","N/A","Marjorie Goodwin","N/A","N/A","N/A","N/A","N/A"
"ANTHRO 297","N/A","Joseph Manson","N/A","N/A","N/A","N/A","N/A"
"ANTHRO 297","N/A","Brooke Scelza","N/A","N/A","N/A","N/A","N/A"
"ANTHRO 98T","N/A","Thomas Weisner","N/A","N/A","N/A","N/A","N/A"
"ANTHRO C243P","N/A","Paul Kroskrity","N/A","N/A","N/A","N/A","N/A"
"ANTHRO M119E","N/A","Willemina Wendrich","N/A","N/A","N/A","N/A","N/A"
"ANTHRO M148W","N/A","Charles Goodwin","N/A","N/A","N/A","N/A","N/A"
"ANTHRO M162","N/A","Paul Kroskrity","N/A","N/A","N/A","N/A","N/A"
"ANTHRO M201B","N/A","Lothar Von falkenhausen","N/A","N/A","N/A","N/A","N/A"
"ANTHRO M212S","N/A","Thomas Wake","N/A","N/A","N/A","N/A","N/A"
"ANTHRO M212T","N/A","Alan Farahani","N/A","N/A","N/A","N/A","N/A"
"ANTHRO M241","N/A","Erica Cartmill","N/A","N/A","N/A","N/A","N/A"
"ANTHRO M241","N/A","Norma Mendoza-Denton","N/A","N/A","N/A","N/A","N/A"
"ANTHRO M263Q","N/A","Linda Garro","N/A","N/A","N/A","N/A","N/A"
"ANTHRO M266","N/A","Bonnie Taub","N/A","N/A","N/A","N/A","N/A"
"ANTHRO M287R","N/A","Nile Green","N/A","N/A","N/A","N/A","N/A"
"APPLING 102W","5.0","John Schumann","5.0","3.0","3.0","4.5","4.2"
"APPLING 155","5.0","John Schumann","5.0","5.0","5.0","4.0","4.0"
"APPLING C113","5.0","Janet Goodwin","5.0","2.7","2.7","4.3","4.7"
"APPLING C118B","4.9","Janet Goodwin","4.9","2.4","2.7","4.7","5.0"
"APPLING C110","4.8","Donna Brinton","4.8","3.5","2.8","4.2","5.0"
"APPLING C110","4.8","L Jensen","N/A","N/A","N/A","N/A","N/A"
"APPLING C119A","4.5","R Lowi","4.5","2.2","2.8","5.0","4.7"
"APPLING C155","4.3","John Schumann","4.3","2.8","2.7","4.2","4.5"
"APPLING 40W","4.2","J Kim","4.2","1.6","1.2","4.6","3.8"
"APPLING 40W","4.2","Reynaldo Macias","N/A","N/A","N/A","N/A","N/A"
"APPLING 40W","4.2","Russell Schuh","N/A","N/A","N/A","N/A","N/A"
"APPLING 40W","4.2","Olga Yokoyama","N/A","N/A","N/A","N/A","N/A"
"APPLING 200","4.0","Christine Holten","4.0","3.2","3.0","4.5","4.7"
"APPLING 10","3.6","Lyle Bachman","3.2","2.7","2.2","2.5","2.0"
"APPLING 10","3.6","J Kim","4.2","1.2","1.8","4.6","4.6"
"APPLING 10","3.6","Olga Yokoyama","N/A","N/A","N/A","N/A","N/A"
"APPLING 269","N/A","Charles Goodwin","N/A","N/A","N/A","N/A","N/A"
"APPLING 278","N/A","Charles Goodwin","N/A","N/A","N/A","N/A","N/A"
"APPLING 30W","N/A","Reynaldo Macias","N/A","N/A","N/A","N/A","N/A"
"APPLING 30W","N/A","Frances Marti","N/A","N/A","N/A","N/A","N/A"
"APPLING 30W","N/A","Afaf Nash","N/A","N/A","N/A","N/A","N/A"
"APPLING 30W","N/A","Russell Schuh","N/A","N/A","N/A","N/A","N/A"
"APPLING 375","N/A","Russell Schuh","N/A","N/A","N/A","N/A","N/A"
"APPLING C114","N/A","Janet Goodwin","N/A","N/A","N/A","N/A","N/A"
"APPLING C116","N/A","Marianne Celce-murcia","N/A","N/A","N/A","N/A","N/A"
"APPLING C118A","N/A","Mary Galvin","N/A","N/A","N/A","N/A","N/A"
"APPLING M144","N/A","Olga Yokoyama","N/A","N/A","N/A","N/A","N/A"
"APPLING M161W","N/A","C Goodwin","N/A","N/A","N/A","N/A","N/A"
"APPLING M161W","N/A","Charles Goodwin","N/A","N/A","N/A","N/A","N/A"
"APPLING M165SL","N/A","Susan Plann","N/A","N/A","N/A","N/A","N/A"
"APPLING M225B","N/A","Hongyin Tao","N/A","N/A","N/A","N/A","N/A"
"APPLING M262","N/A","Robert Kirsner","N/A","N/A","N/A","N/A","N/A"
"APPLING M40","N/A","Olga Yokoyama","N/A","N/A","N/A","N/A","N/A"
"ARABIC 105","5.0","Michael Fishbein","5.0","2.0","3.0","5.0","5.0"
"ARABIC 150","5.0","Michael Cooperson","5.0","4.0","4.0","5.0","5.0"
"ARABIC 181","5.0","Michael Cooperson","5.0","3.0","3.0","5.0","5.0"
"ARABIC M107","5.0","Asma Sayeed","5.0","3.0","3.0","5.0","5.0"
"ARABIC 1A","4.2","Azza Ahmad","N/A","N/A","N/A","N/A","N/A"
"ARABIC 1A","4.2","Michael Cooperson","4.3","1.5","2.0","4.7","4.3"
"ARABIC 1A","4.2","Michael Fishbein","4.2","1.8","2.0","3.7","3.7"
"ARABIC 1A","4.2","Abeer Hamza","N/A","N/A","N/A","N/A","N/A"
"ARABIC 1A","4.2","Albert Johns","N/A","N/A","N/A","N/A","N/A"
"ARABIC 1A","4.2","Fawzia Mohamed","N/A","N/A","N/A","N/A","N/A"
"ARABIC 1A","4.2","Abeer Mohamed Hamza","4.0","2.6","2.6","4.0","4.0"
"ARABIC 1A","4.2","Afaf Nash","N/A","N/A","N/A","N/A","N/A"
"ARABIC 1A","4.2","Dris Soulaimani","N/A","N/A","N/A","N/A","N/A"
"ARABIC 1B","4.2","Kaleb Adney","N/A","N/A","N/A","N/A","N/A"
"ARABIC 1B","4.2","Azza Ahmad","5.0","4.0","3.0","4.0","5.0"
"ARABIC 1B","4.2","Fawzia Mohamed","N/A","N/A","N/A","N/A","N/A"
"ARABIC 1B","4.2","Abeer Mohamed Hamza","4.0","2.8","2.5","4.0","4.0"
"ARABIC 1B","4.2","Dris Soulaimani","N/A","N/A","N/A","N/A","N/A"
"ARABIC 102C","4.1","Michael Fishbein","4.1","2.1","1.6","3.9","3.4"
"ARABIC 102C","4.1","Abeer Hamza","N/A","N/A","N/A","N/A","N/A"
"ARABIC 102C","4.1","Fawzia Mohamed","N/A","N/A","N/A","N/A","N/A"
"ARABIC 102C","4.1","Abeer Mohamed Hamza","4.0","2.4","2.6","4.8","4.0"
"ARABIC 103A","4.1","Michael Cooperson","4.1","1.9","2.1","4.4","4.6"
"ARABIC 103A","4.1","Abeer Hamza","N/A","N/A","N/A","N/A","N/A"
"ARABIC 103A","4.1","Fawzia Mohamed","N/A","N/A","N/A","N/A","N/A"
"ARABIC 103A","4.1","I Poonawala","N/A","N/A","N/A","N/A","N/A"
"ARABIC 102A","4.0","Michael Fishbein","3.8","2.0","1.5","3.0","3.5"
"ARABIC 102A","4.0","Abeer Hamza","N/A","N/A","N/A","N/A","N/A"
"ARABIC 102A","4.0","Fawzia Mohamed","N/A","N/A","N/A","N/A","N/A"
"ARABIC 102A","4.0","Abeer Mohamed Hamza","4.2","2.7","2.3","4.7","4.3"
"ARABIC 102A","4.0","Dris Soulaimani","N/A","N/A","N/A","N/A","N/A"
"ARABIC 111B","3.8","Abeer Hamza","N/A","N/A","N/A","N/A","N/A"
"ARABIC 111B","3.8","Abeer Mohamed Hamza","3.8","2.2","2.5","4.8","4.0"
"ARABIC 115","N/A","Dris Soulaimani","N/A","N/A","N/A","N/A","N/A"
"ARABIC 180","N/A","Michael Cooperson","N/A","N/A","N/A","N/A","N/A"
"ARABIC 220","N/A","Asma Sayeed","N/A","N/A","N/A","N/A","N/A"
"ARABIC 8","N/A","Kinda Al Rifae","N/A","N/A","N/A","N/A","N/A"
"ARABIC 8","N/A","S Elzahed","N/A","N/A","N/A","N/A","N/A"
"ARABIC M106","N/A","Asma Sayeed","N/A","N/A","N/A","N/A","N/A"
"ARABIC M110","N/A","Susan Slyomovics","N/A","N/A","N/A","N/A","N/A"
"ARABIC M151","N/A","Nouri Gana","N/A","N/A","N/A","N/A","N/A"
"ARABIC M155","N/A","Susan Slyomovics","N/A","N/A","N/A","N/A","N/A"
"ARABIC M171","N/A","Aomar Boum","N/A","N/A","N/A","N/A","N/A"
"ARCHEOL 30","4.0","Hans Barnard","4.0","5.0","3.0","3.0","3.0"
"ARCHEOL C120","N/A","Alexei Vranich","N/A","N/A","N/A","N/A","N/A"
"ARMENIA 105A","5.0","A Keshishian","N/A","N/A","N/A","N/A","N/A"
"ARMENIA 105A","5.0","Anahid Keshishian","5.0","5.0","4.0","5.0","5.0"
"ARMENIA 101A","N/A","A Keshishian","N/A","N/A","N/A","N/A","N/A"
"ARMENIA 101A","N/A","H Kouloujian","N/A","N/A","N/A","N/A","N/A"
"ARMENIA 101A","N/A","Hagop Kouloujian","N/A","N/A","N/A","N/A","N/A"
"ARMENIA 101B","N/A","Hagop Kouloujian","N/A","N/A","N/A","N/A","N/A"
"ARMENIA 101C","N/A","H Kouloujian","N/A","N/A","N/A","N/A","N/A"
"ARMENIA 102A","N/A","Hagop Kouloujian","N/A","N/A","N/A","N/A","N/A"
"ARMENIA 102B","N/A","H Kouloujian","N/A","N/A","N/A","N/A","N/A"
"ARMENIA 102B","N/A","Hagop Kouloujian","N/A","N/A","N/A","N/A","N/A"
"ARMENIA 102C","N/A","H Kouloujian","N/A","N/A","N/A","N/A","N/A"
"ARMENIA 102C","N/A","Hagop Kouloujian","N/A","N/A","N/A","N/A","N/A"
"ARMENIA 188","N/A","Shushan Karapetian","N/A","N/A","N/A","N/A","N/A"
"ARMENIA 230B","N/A","Peter Cowe","N/A","N/A","N/A","N/A","N/A"
"ARMENIA 231B","N/A","Peter Cowe","N/A","N/A","N/A","N/A","N/A"
"ARMENIA C152","N/A","P Cowe","N/A","N/A","N/A","N/A","N/A"
"ARMENIA C152","N/A","Peter Cowe","N/A","N/A","N/A","N/A","N/A"
"ARMENIA C153","N/A","P Cowe","N/A","N/A","N/A","N/A","N/A"
"ARMENIA C153","N/A","Peter Cowe","N/A","N/A","N/A","N/A","N/A"
"ARMENIA M134","N/A","Movses Pogossian","N/A","N/A","N/A","N/A","N/A"
"ARMENIA M134","N/A","Karenn Presti","N/A","N/A","N/A","N/A","N/A"
"ART 147","4.8","Nicole Belle","N/A","N/A","N/A","N/A","N/A"
"ART 147","4.8","Cynthia Bernard","N/A","N/A","N/A","N/A","N/A"
"ART 147","4.8","Joyce Campbell","N/A","N/A","N/A","N/A","N/A"
"ART 147","4.8","E Fowler","N/A","N/A","N/A","N/A","N/A"
"ART 147","4.8","Jordyn Oetken","N/A","N/A","N/A","N/A","N/A"
"ART 147","4.8","Catherine Opie","N/A","N/A","N/A","N/A","N/A"
"ART 147","4.8","James Welling","4.8","2.0","1.8","4.8","4.4"
"ART 1A","4.8","Barbara Drucker","4.5","2.5","2.2","3.5","4.2"
"ART 1A","4.8","Jenny Gagalka","N/A","N/A","N/A","N/A","N/A"
"ART 1A","4.8","I Gueorguieva","5.0","1.5","1.3","4.8","4.8"
"ART 1A","4.8","Nicholas Lowe","N/A","N/A","N/A","N/A","N/A"
"ART 1A","4.8","Daniel McCleary","N/A","N/A","N/A","N/A","N/A"
"ART 1A","4.8","Don Suggs","4.8","2.2","2.0","4.8","4.8"
"ART 1A","4.8","Patricia Wickman","N/A","N/A","N/A","N/A","N/A"
"ART 1A","4.8","Suzanne Wright","N/A","N/A","N/A","N/A","N/A"
"ART 198","4.4","Barbara Drucker","4.4","2.4","2.6","3.8","4.4"
"ART 148","4.3","Julia Haft-Candell","N/A","N/A","N/A","N/A","N/A"
"ART 148","4.3","Bradley Miller","N/A","N/A","N/A","N/A","N/A"
"ART 148","4.3","Thomas Muller","N/A","N/A","N/A","N/A","N/A"
"ART 148","4.3","K Myers","N/A","N/A","N/A","N/A","N/A"
"ART 148","4.3","Kevin Myers","N/A","N/A","N/A","N/A","N/A"
"ART 148","4.3","N Nishigawara","N/A","N/A","N/A","N/A","N/A"
"ART 148","4.3","Joel Otterson","N/A","N/A","N/A","N/A","N/A"
"ART 148","4.3","Jacqueline Rines","N/A","N/A","N/A","N/A","N/A"
"ART 148","4.3","Adrian Saxe","4.3","2.5","2.5","3.7","4.0"
"ART 148","4.3","A Sew hoy","N/A","N/A","N/A","N/A","N/A"
"ART 100","4.1","Andrea Fraser","3.5","1.5","1.5","3.3","4.3"
"ART 100","4.1","Stanya Kahn","N/A","N/A","N/A","N/A","N/A"
"ART 100","4.1","S Steiner","N/A","N/A","N/A","N/A","N/A"
"ART 100","4.1","James Welling","4.6","1.7","1.7","4.6","4.3"
"ART 133","4.1","Mitsuko Brooks","N/A","N/A","N/A","N/A","N/A"
"ART 133","4.1","Ellickson Bryan","N/A","N/A","N/A","N/A","N/A"
"ART 133","4.1","Brian Calvin","N/A","N/A","N/A","N/A","N/A"
"ART 133","4.1","Bart Exposito","N/A","N/A","N/A","N/A","N/A"
"ART 133","4.1","Nasim Hantehzadeh","N/A","N/A","N/A","N/A","N/A"
"ART 133","4.1","Roger Herman","3.7","1.5","2.0","3.2","3.5"
"ART 133","4.1","C Kuhn","N/A","N/A","N/A","N/A","N/A"
"ART 133","4.1","Silke Otto-Knapp","N/A","N/A","N/A","N/A","N/A"
"ART 133","4.1","Lari Pittman","5.0","3.8","3.2","4.5","4.7"
"ART 133","4.1","John Seal","N/A","N/A","N/A","N/A","N/A"
"ART 170","4.1","Barbara Drucker","4.6","2.8","2.4","4.0","4.4"
"ART 170","4.1","Mary Kelly","3.5","3.8","3.5","3.5","3.2"
"ART 170","4.1","Barbara Kruger","N/A","N/A","N/A","N/A","N/A"
"ART 170","4.1","Charles Ray","N/A","N/A","N/A","N/A","N/A"
"ART 170","4.1","M Ybarra jr","N/A","N/A","N/A","N/A","N/A"
"ART 11A","4.0","D Deany","N/A","N/A","N/A","N/A","N/A"
"ART 11A","4.0","Bradley Eberhard","N/A","N/A","N/A","N/A","N/A"
"ART 11A","4.0","B Fahlstrom","N/A","N/A","N/A","N/A","N/A"
"ART 11A","4.0","I Gueorguieva","4.6","1.8","1.2","4.6","4.8"
"ART 11A","4.0","James Harrison","N/A","N/A","N/A","N/A","N/A"
"ART 11A","4.0","Pamela Jorden","N/A","N/A","N/A","N/A","N/A"
"ART 11A","4.0","Allison Kroll","N/A","N/A","N/A","N/A","N/A"
"ART 11A","4.0","Miriam Lauter","N/A","N/A","N/A","N/A","N/A"
"ART 11A","4.0","Kamaria Shepherd","N/A","N/A","N/A","N/A","N/A"
"ART 11A","4.0","Patricia Wickman","3.4","1.8","1.2","3.6","4.0"
"ART 11B","3.9","Nicole Belle","N/A","N/A","N/A","N/A","N/A"
"ART 11B","3.9","Bjarne Breda","N/A","N/A","N/A","N/A","N/A"
"ART 11B","3.9","P Chang","N/A","N/A","N/A","N/A","N/A"
"ART 11B","3.9","Shannon Ebner","3.2","1.2","1.5","3.5","3.2"
"ART 11B","3.9","E Fowler","N/A","N/A","N/A","N/A","N/A"
"ART 11B","3.9","A Hernandez","N/A","N/A","N/A","N/A","N/A"
"ART 11B","3.9","A Lepore","N/A","N/A","N/A","N/A","N/A"
"ART 11B","3.9","Chelsea Mosher","N/A","N/A","N/A","N/A","N/A"
"ART 11B","3.9","Lisa Ohlweiler","N/A","N/A","N/A","N/A","N/A"
"ART 11B","3.9","M Schiff","N/A","N/A","N/A","N/A","N/A"
"ART 11D","3.5","Damir Avdagic","N/A","N/A","N/A","N/A","N/A"
"ART 11D","3.5","Andrea Fraser","3.6","1.6","1.6","3.3","4.6"
"ART 11D","3.5","Marie Glynn","N/A","N/A","N/A","N/A","N/A"
"ART 11D","3.5","P Golia","N/A","N/A","N/A","N/A","N/A"
"ART 11D","3.5","Marie Jager","N/A","N/A","N/A","N/A","N/A"
"ART 11D","3.5","Barbara Kruger","N/A","N/A","N/A","N/A","N/A"
"ART 11D","3.5","Sarah Malik","N/A","N/A","N/A","N/A","N/A"
"ART 11D","3.5","Nicole Miller","N/A","N/A","N/A","N/A","N/A"
"ART 11D","3.5","Megan Palaima","N/A","N/A","N/A","N/A","N/A"
"ART 11D","3.5","Marco Rios","3.0","2.0","1.0","3.0","3.0"
"ART 1B","2.0","Claudia Bucher","N/A","N/A","N/A","N/A","N/A"
"ART 1B","2.0","Cara Chan","N/A","N/A","N/A","N/A","N/A"
"ART 1B","2.0","H Dodge","N/A","N/A","N/A","N/A","N/A"
"ART 1B","2.0","Olga Koumoundouros","N/A","N/A","N/A","N/A","N/A"
"ART 1B","2.0","Lisa Lapinski","N/A","N/A","N/A","N/A","N/A"
"ART 1B","2.0","Won Lim","2.0","1.0","1.0","1.7","1.3"
"ART 1B","2.0","R Mcmillian","N/A","N/A","N/A","N/A","N/A"
"ART 1B","2.0","D Morgan","N/A","N/A","N/A","N/A","N/A"
"ART 1B","2.0","Adrian Wong","N/A","N/A","N/A","N/A","N/A"
"ART 1B","2.0","Suzanne Wright","N/A","N/A","N/A","N/A","N/A"
"ART 31B","2.0","Doris Chon","N/A","N/A","N/A","N/A","N/A"
"ART 31B","2.0","Natilee Harren","N/A","N/A","N/A","N/A","N/A"
"ART 31B","2.0","Sami Siegelbaum","4.0","1.0","2.0","4.0","3.0"
"ART 31B","2.0","Jan Tumlir","1.6","1.2","1.2","1.2","1.4"
"ART 31A","1.5","Doris Chon","N/A","N/A","N/A","N/A","N/A"
"ART 31A","1.5","Natilee Harren","N/A","N/A","N/A","N/A","N/A"
"ART 31A","1.5","S. Siegelbaum","1.0","3.0","3.0","2.0","2.0"
"ART 31A","1.5","Jan Tumlir","1.6","1.6","1.4","1.6","1.4"
"ART 31C","1.4","Doris Chon","N/A","N/A","N/A","N/A","N/A"
"ART 31C","1.4","Natilee Harren","N/A","N/A","N/A","N/A","N/A"
"ART 31C","1.4","Jan Tumlir","1.4","1.6","1.4","1.6","1.6"
"ART 130","N/A","Derek Boshier","N/A","N/A","N/A","N/A","N/A"
"ART 130","N/A","G Davis","N/A","N/A","N/A","N/A","N/A"
"ART 130","N/A","Lecia Dole Recio","N/A","N/A","N/A","N/A","N/A"
"ART 130","N/A","C Eastman","N/A","N/A","N/A","N/A","N/A"
"ART 130","N/A","Raffi Kalenderian","N/A","N/A","N/A","N/A","N/A"
"ART 130","N/A","D Korty","N/A","N/A","N/A","N/A","N/A"
"ART 130","N/A","Barbara Kruger","N/A","N/A","N/A","N/A","N/A"
"ART 130","N/A","Miriam Lauter","N/A","N/A","N/A","N/A","N/A"
"ART 130","N/A","Max Maslansky","N/A","N/A","N/A","N/A","N/A"
"ART 130","N/A","Silke Otto-Knapp","N/A","N/A","N/A","N/A","N/A"
"ART 132","N/A","Russell Ferguson","N/A","N/A","N/A","N/A","N/A"
"ART 140","N/A","James Iveson","N/A","N/A","N/A","N/A","N/A"
"ART 140","N/A","J Samuel","N/A","N/A","N/A","N/A","N/A"
"ART 140","N/A","Jacob Samuel","N/A","N/A","N/A","N/A","N/A"
"ART 140","N/A","Francesco Siqueiros","N/A","N/A","N/A","N/A","N/A"
"ART 20","N/A","John Houck","N/A","N/A","N/A","N/A","N/A"
"ART 20","N/A","Ryan Jeffery","N/A","N/A","N/A","N/A","N/A"
"ART 20","N/A","Martyna Szczesna","N/A","N/A","N/A","N/A","N/A"
"ART 271","N/A","Roger Herman","N/A","N/A","N/A","N/A","N/A"
"ART 271","N/A","Silke Otto-Knapp","N/A","N/A","N/A","N/A","N/A"
"ART 271","N/A","Lari Pittman","N/A","N/A","N/A","N/A","N/A"
"ART 271","N/A","Patricia Wickman","N/A","N/A","N/A","N/A","N/A"
"ART 273","N/A","Adrian Wong","N/A","N/A","N/A","N/A","N/A"
"ART 274","N/A","Catherine Opie","N/A","N/A","N/A","N/A","N/A"
